DS4412,БИО,"Протеин от бадеми 200g ","виж тук",http://zelenbio.com/product/3540/bademov-protein-bio-200g.html,,"Dragon Superfoods",3800225474412,"6,40","7,68",,,,,"БАДЕМОВ ПРОТЕИН, БИО, 200g",http://zelenbio.com/userfiles/productimages/product_5101.jpg,"<div class=""tab-content"" id=""product-detailed-description""><p>Нашият бадемов протеин се получава след пресоването на цели сурови бадеми. От тях първо се отделя мазнината, след което от останалата пресована и вече изсушена маса се извлича бадемовия протеин.</p>    <p>Бадемовия протеин е отличено допълнение към шейкове и смутита, придавайки им приятен аромат на ядки.</p>    <p>&nbsp;</p>    <p><u><em><strong>Препоръчителна употреба:</strong></em></u></p>    <p>добавете 2-3 супени лъжици (25 - 30g) бадемов протеин към шейкове, смутита, спортни напитки, плодови сокове и др. Разбъркайте добре с шейкър, блендер или тел за разбиване, за да се разтвори по-добре.</p>    <p>&nbsp;</p>    <p><u><em><strong>Хранителна стойност за 100g:</strong></em></u></p>    <p>&nbsp;</p>    <table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width: 320px;"">  	<tbody>  		<tr>  			<td>Енергийна стойност (kJ/kcal)</td>  			<td style=""text-align: right;"">1741/416</td>  		</tr>  		<tr>  			<td>Мазнини (g)</td>  			<td style=""text-align: right;"">16,8</td>  		</tr>  		<tr>  			<td>- от които наситени мастни киселини (g)</td>  			<td style=""text-align: right;"">3,9</td>  		</tr>  		<tr>  			<td>Въглехидрати (g)</td>  			<td style=""text-align: right;"">11,7</td>  		</tr>  		<tr>  			<td>- от които захари (g)</td>  			<td style=""text-align: right;"">0</td>  		</tr>  		<tr>  			<td>Белтъци (g)</td>  			<td style=""text-align: right;"">47,5</td>  		</tr>  		<tr>  			<td>Влакнини (g)</td>  			<td style=""text-align: right;"">14,07</td>  		</tr>  		<tr>  			<td>Сол (g)</td>  			<td style=""text-align: right;"">0,2</td>  		</tr>  	</tbody>  </table>    <p>&nbsp;</p>    <p><em><strong><u>Произход:</u>&nbsp;</strong></em>Австрия</p>    <p>&nbsp;</p>   </div>",,http://zelenbio.com/userfiles/brand/image_8e023ce2a5f37af6ddb6dd23632248b2.jpg
DS9929,БИО,"Протеин от тиквено семе 200g ","Виж ту",http://zelenbio.com/product/3378/protein-ot-tikveno-seme.html,,"Dragon superfoods",3800225479929,"6,99","8,39",,,,,"Протеин от тиквено семе",http://zelenbio.com/userfiles/productimages/product_5103.jpg,"<div class=""tab-content"" id=""product-detailed-description""><p style=""outline: none; margin: 0px 0px 0.5em; padding: 0px; font-size: 12px; color: rgb(41, 41, 41); font-family: 'Trebuchet MS', Tahoma, Arial, Helvetica, sans-serif;"">Тиквеният протеин е направен от сурови тиквени семена, сушени на ниска температура, за да се&nbsp;запазят техните отлични хранителни качества. Тиквеният протеин е естествен източни на омега 6 и 9 мастни киселини, богат на минерали, включително цинк и магнезий, витамин К и Е.</p>    <p style=""outline: none; margin: 0px 0px 0.5em; padding: 0px; font-size: 12px; color: rgb(41, 41, 41); font-family: 'Trebuchet MS', Tahoma, Arial, Helvetica, sans-serif;""><em>Употеба:</em> препоръчителна дневна доза 25 грама. Неговата прахообразна формула го прави идеален за смутита, шейкове, печива, плънки и сосове.</p>    <p style=""outline: none; margin: 0px 0px 0.5em; padding: 0px; font-size: 12px; color: rgb(41, 41, 41); font-family: 'Trebuchet MS', Tahoma, Arial, Helvetica, sans-serif;"">&nbsp;</p>    <p style=""outline: none; margin: 0px 0px 0.5em; padding: 0px; font-size: 12px; color: rgb(41, 41, 41); font-family: 'Trebuchet MS', Tahoma, Arial, Helvetica, sans-serif;""><u style=""outline: none; margin: 0px; padding: 0px;"">Хранителна стойност на 100г</u></p>    <table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""outline: none; margin: 0px; padding: 0px; font-size: 12px; border-collapse: collapse; border-spacing: 0px; color: rgb(41, 41, 41); font-family: 'Trebuchet MS', Tahoma, Arial, Helvetica, sans-serif; width: 300px;"">  	<tbody style=""outline: none; margin: 0px; padding: 0px;"">  		<tr style=""outline: none; margin: 0px; padding: 0px;"">  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Енергия&nbsp;</td>  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">1635,944kJ/ 391kcal</td>  		</tr>  		<tr style=""outline: none; margin: 0px; padding: 0px;"">  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Мазнини&nbsp;</td>  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">6,9g</td>  		</tr>  		<tr style=""outline: none; margin: 0px; padding: 0px;"">  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">- от които ненаситени</td>  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">0,8g</td>  		</tr>  		<tr style=""outline: none; margin: 0px; padding: 0px;"">  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Въглехидрати</td>  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">11,215g</td>  		</tr>  		<tr style=""outline: none; margin: 0px; padding: 0px;"">  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">- от които захари</td>  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">0,117g</td>  		</tr>  		<tr style=""outline: none; margin: 0px; padding: 0px;"">  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Фибри</td>  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">11,48g</td>  		</tr>  		<tr style=""outline: none; margin: 0px; padding: 0px;"">  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Протеини</td>  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">65,745g</td>  		</tr>  		<tr style=""outline: none; margin: 0px; padding: 0px;"">  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Натрий</td>  			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">  			<p>15,785mg</p>  			</td>  		</tr>  	</tbody>  </table>    <p>Произход: Хърватия</p>   </div>",,http://zelenbio.com/userfiles/brand/image_8e023ce2a5f37af6ddb6dd23632248b2.jpg
DS3088,БИО,"Пурпурна царевица на прах 200g","Виж тук",http://zelenbio.com/product/3020/bio-lilava-tsarevitsa-prah.html,,"Dragon Superfoods",3800225473088,"5,45","6,54",,,,,"Био лилава царевица прах",http://zelenbio.com/userfiles/productimages/product_4786.jpg,"<div class=""tab-content"" id=""product-detailed-description""><p>Лилавата царевица е високо ценена защото е богата на антоцианин- елемент отговорен за специфичния и цят. Антоцианинът е мощен антиоксидант, който забавя стареенето, подобрява кръвообращението, намалява нивото на холестерола и има силен противовъзпалителен ефект. Той също така предпазва кръвоносните съдове от свободни радикали и подпомага формацията на колаген в организма.</p>  <p><u>100гр. съдържат:</u></p>  <table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px;""> 	<tbody> 		<tr> 			<td>Енергия</td> 			<td>152Kcal</td> 		</tr> 		<tr> 			<td>Протеини</td> 			<td>0g</td> 		</tr> 		<tr> 			<td>Мазнини</td> 			<td>2.3g</td> 		</tr> 		<tr> 			<td>Въглехидрати</td> 			<td>74.7g</td> 		</tr> 		<tr> 			<td>Фибри</td> 			<td>2.3mg</td> 		</tr> 		<tr> 			<td>Атоцианин</td> 			<td>164mg</td> 		</tr> 	</tbody> </table>  <p>&nbsp;</p>  </div>",,http://zelenbio.com/userfiles/brand/image_8e023ce2a5f37af6ddb6dd23632248b2.jpg
DS9660,БИО,"Пшенични стръкове на прах 150g","Виж тук",http://zelenbio.com/product/3143/bio-pshenichni-strakove-na-prah-150g.html,,"Dragon Superfoods",3800225479639,"6,41","7,69",,-,,,"Био пшенични стръкове на прах, 150г",http://zelenbio.com/userfiles/productimages/product_4782.jpg,"<div class=""tab-content"" id=""product-detailed-description""><p>Стръковете от пшеница са богати на хранителни вещества, витамини, минерали, ензими, хлорофил и фитонутриенти. Този хранителен продукт съдържа и всички незаменими аминокиселини, което го прави идеален за вегетариянци/ вегани.</p>  <p>Препоръчитална доза на ден: една до две чаени лъжички, които се разтврят във вода или плодов сок.</p>  <p><u>Хранителна стойност на 100g</u></p>  <table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width: 300px;""> 	<tbody> 		<tr> 			<td>Енергия</td> 			<td>347Kcal</td> 		</tr> 		<tr> 			<td>Протеини</td> 			<td>36g</td> 		</tr> 		<tr> 			<td>Мазнини</td> 			<td>1.25g</td> 		</tr> 		<tr> 			<td>Въглехидрати</td> 			<td>49.25g</td> 		</tr> 		<tr> 			<td>Хлорофил</td> 			<td>6g</td> 		</tr> 		<tr> 			<td>Калций</td> 			<td>96mg</td> 		</tr> 		<tr> 			<td>Желязо</td> 			<td>80mg</td> 		</tr> 		<tr> 			<td>Магнезий</td> 			<td>11.9mg</td> 		</tr> 	</tbody> </table>  <p>&nbsp;</p>  </div>",,http://zelenbio.com/userfiles/brand/image_8e023ce2a5f37af6ddb6dd23632248b2.jpg
DS3484,БИО,"Рейши на прах 100g ","Виж тук",http://zelenbio.com/product/3429/bio-reyshi-na-prah.html,,"Dragon Superfoods",3800225473484,"10,85","13,02",,,,,"Био рейши на прах",http://zelenbio.com/userfiles/productimages/product_4895.jpg,"<div class=""tab-content"" id=""product-detailed-description""><p>Гъбата рейши е най-известната лечебна гъба на Далечния Изток, където я наричат дървото на живота и растение на дълголетието. Рейши има редица здравословни компоненти като полизахариди, алкалоиди, нуклеотиди. Съдържа и протеини, аминокиселини, витамини, минерали и микроелементи.</p>  <p>Според традиционната китайска медицина гъбата рейши може благоприятно да повлияе функциите на пет ключови органи при хората - сърцето, белите дробове, черния дроб, панкреаса и бъбреците. Смята се, че антивирусните и антибактериалните свойства на гъбата могат да повлияят благотворно при сезонни алергии или да действат като естесвен антибиотик.&nbsp;</p>  <p>&nbsp;</p>  <p><em><strong>Употреба:&nbsp;</strong></em></p>  <p>До 2-3g на ден, разпределени в два приема, в прясно изцеден фреш или вода.&nbsp;</p>  <p>&nbsp;</p>  <p style=""outline: none; margin: 0px 0px 0.5em; padding: 0px; font-size: 12px; color: rgb(41, 41, 41); font-family: 'Trebuchet MS', Tahoma, Arial, Helvetica, sans-serif;""><em style=""outline: none; margin: 0px; padding: 0px;""><strong style=""outline: none; margin: 0px; padding: 0px;""><u style=""outline: none; margin: 0px; padding: 0px;"">Хранителна стойност на 100г</u></strong></em></p>  <table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""outline: none; margin: 0px; padding: 0px; font-size: 12px; border-collapse: collapse; border-spacing: 0px; color: rgb(41, 41, 41); font-family: 'Trebuchet MS', Tahoma, Arial, Helvetica, sans-serif; width: 300px;""> 	<tbody style=""outline: none; margin: 0px; padding: 0px;""> 		<tr style=""outline: none; margin: 0px; padding: 0px;""> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Енергия&nbsp;</td> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">1464,4kJ/ 350kcal</td> 		</tr> 		<tr style=""outline: none; margin: 0px; padding: 0px;""> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Мазнини&nbsp;</td> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">2,1g</td> 		</tr> 		<tr style=""outline: none; margin: 0px; padding: 0px;""> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">- от които ненаситени</td> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">0g</td> 		</tr> 		<tr style=""outline: none; margin: 0px; padding: 0px;""> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Въглехидрати</td> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">79,8g</td> 		</tr> 		<tr style=""outline: none; margin: 0px; padding: 0px;""> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">- от които захари</td> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">13g</td> 		</tr> 		<tr style=""outline: none; margin: 0px; padding: 0px;""> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Фибри</td> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">7,7g</td> 		</tr> 		<tr style=""outline: none; margin: 0px; padding: 0px;""> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Протеини</td> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;"">12,6g</td> 		</tr> 		<tr style=""outline: none; margin: 0px; padding: 0px;""> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top;"">Натрий</td> 			<td style=""outline: none; margin: 0px; padding: 0px; vertical-align: top; text-align: right;""> 			<p style=""outline: none; margin: 0px 0px 0.5em; padding: 0px;"">14,7g</p> 			</td> 		</tr> 	</tbody> </table>  <p style=""outline: none; margin: 0px 0px 0.5em; padding: 0px; font-size: 12px; color: rgb(41, 41, 41); font-family: 'Trebuchet MS', Tahoma, Arial, Helvetica, sans-serif;"">&nbsp;</p>  <p style=""outline: none; margin: 0px 0px 0.5em; padding: 0px; font-size: 12px; color: rgb(41, 41, 41); font-family: 'Trebuchet MS', Tahoma, Arial, Helvetica, sans-serif;"">&nbsp;</p>  <p style=""outline: none; margin: 0px 0px 0.5em; padding: 0px; font-size: 12px; color: rgb(41, 41, 41); font-family: 'Trebuchet MS', Tahoma, Arial, Helvetica, sans-serif;"">Произход: Китай</p>  </div>",,http://zelenbio.com/userfiles/brand/image_8e023ce2a5f37af6ddb6dd23632248b2.jpg
DS6195,БИО,"Сироп от якон 100g",,,,"Dragon Superfoods",3800225476195,"5,44","6,53",,,,
DS7055,БИО,"Спирулина на прах 100g","виж тук",http://zelenbio.com/product/3598/spirulina-na-prah-bio-100g.html,,"Dragon Superfoods",3800225477055,"5,66","6,79",,,,,"СПИРУЛИНА НА ПРАХ, БИО, 100g",http://zelenbio.com/userfiles/productimages/product_5186.jpg,"<div class=""tab-content"" id=""product-detailed-description""><p>Спирулината (Arthrospira pfatensis) представляваедноклетъчно синьо-зелено водорасло, което носи името си поради спираловидната клетъчна структура. Спирулината е с наситен тъмнозелен, леко синкав цвят, дължащ се на съдържанието на хлорофил &nbsp;и със специфичен и характерен вкус и аромат.&nbsp;Нашата спирулина е изсушена чрез естествен процес, който запазва хранителните и съставки, след което се смила н апрах. Тя се отглежда във филтрирани и естествени води, под строг контрол.</p>    <p>Със своето 65% протеиново съдържание, тя е храната с най- високо протеиново съдържание. Протеинът от спирулина съдържа всички 8 незаменими аминокиселини, което го прави най-завършеният&nbsp; протеин изобщо. Спирулината съдържа витамините А, В1,В2, В6, В12, Е и К. Освен това, спирулината съдържа минерали, микроелементи, клетъчни соли, фитонутриенти и ензими, хлорофил и други пигменти.</p>    <p>&nbsp;</p>    <p>Спирулината е била открита от изследователи, изучаващи африканско племе. Племето било много бедно и имало ограничен достъп до плодове, зеленчуци и месо. Въпреки това, те останали здрави благодарение на факта, че те редовно консумирали тъмно водорасло, което растяло наоколо. Това водорасло, сега познато като Спирулина, било изваждано от езерото и изсушавано, за да може племето да го консумира. Това помогнало на хората да приемат протеини и други хранителни вещества, въпреки бедната диета и ограничени ресурси.</p>    <p>Спирулината е тъмно зелено водорасло, което расте главно в топли води. Много е хранително и всъщност една от най-здравословните храни на света. &nbsp;Тази суперхрана съдържа високи нива на протеин, желязо, калций и бета каротин.&nbsp; Тя е една от възможно най-богато снабдените с хранителни вещества храна.</p>    <p>Повечето хора не ядат достатъчно зеленчуци. Тъй като Спирулината съдържа голяма концентрация на хранителни вещества може да се каже , че една малка порция Спирулина има антиоксидантна сила на 5 порции от плодове и зеленчуци. В нея има по- голямо количество антиоксиданти и фитовещества, отколкото в боровинките и спанака, взети заедно.<br />  Водораслото се придобива главно от езера, реки и блата. След събирането бива естествено изсушавано. Изсушаването позволява да се запази количеството на хранителните вещества, което може да бъде намалено под действието на висока температура.<br />  Спирулината се предлага предимно под формата на прах или таблетки. Лесна е за консумация – може да бъде добавена в смутита, напитки, йогурт, овесени ядки и др. Тя има специфичен дъх , заради високата концентрация на хлорофил, който обаче лесно може да се тушира с мед, цитруси или банан. Формата на прах позволява да се смесва в различни глазури, теста и др. Някои хора предпочитат да приемат Спирулина на таблетки, отколкото на прах. Оптималното абсорбиране на Спирулината се постига, когато таблетките се приемат с храна, а самата спирулина стимулира и подобрява храносмилането, както и чревната флора, заради алкалната си структура и наличието на живи лактобактерии, подобни на тези в киселото мляко.&nbsp;Спирулината съдържа 23 пъти повече желязо от спанакa,&nbsp;повече протеин отколкото която и да е друга храна и&nbsp;3 пъти повече калций от млякото.</p>    <p>Високата концентрация на витамини и антиоксиданти в Спирулината я прави могъща, здравословна суперхрана. Показна е за увеличаване на количеството енергия в организма, за подпомагане на клетъчната и имунната фунция, за понижаване на холестерола и за здравето на очите. Тъй като тя подсилва имунната защита, много хора увеличават консумацията на Спирулина при заболявания за повишаване възможността да се преборят с инфекцията и болестта.</p>    <p>&nbsp;</p>    <p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<img alt="""" src=""/userfiles/editor/image/Spirulina-powder2.jpg"" style=""width: 200px; height: 200px;"" /></p>    <p><u><em><strong>Препоръчителна употреба:</strong></em></u></p>    <p>5 - 10g (1-2ч.л.) спирулина на ден, добавени към фреш,&nbsp;шейк, смути или вода.</p>    <p>&nbsp;</p>    <p><u><em><strong>Хранителна стойност за 100g:</strong></em></u></p>    <p>&nbsp;</p>    <table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width: 320px;"">  	<tbody>  		<tr>  			<td>Енергийна стойност (kJ/kcal)</td>  			<td style=""text-align: right;"">1582/386</td>  		</tr>  		<tr>  			<td>Мазнини (g)</td>  			<td style=""text-align: right;"">8</td>  		</tr>  		<tr>  			<td>- от които наситени мастни киселини (g)</td>  			<td style=""text-align: right;"">1</td>  		</tr>  		<tr>  			<td>Въглехидрати (g)</td>  			<td style=""text-align: right;"">15</td>  		</tr>  		<tr>  			<td>- от които захари (g)</td>  			<td style=""text-align: right;"">3</td>  		</tr>  		<tr>  			<td>Белтъци (g)</td>  			<td style=""text-align: right;"">60</td>  		</tr>  		<tr>  			<td>Влакнини (g)</td>  			<td style=""text-align: right;"">7</td>  		</tr>  		<tr>  			<td>Сол (g)</td>  			<td style=""text-align: right;"">0</td>  		</tr>  		<tr>  			<td>Хлорофил (g)</td>  			<td style=""text-align: right;"">0,86</td>  		</tr>  	</tbody>  </table>    <p><br />  <u><em><strong>Произход:</strong></em></u>&nbsp;Китай</p>   </div>",,http://zelenbio.com/userfiles/brand/image_8e023ce2a5f37af6ddb6dd23632248b2.jpg
DS6072,БИО,"Спирулина на прах 200g","Виж тук",http://zelenbio.com/product/2834/spirulina-na-prah-200g.html,,"Dragon Superfoods",3800225476072,"9,75","11,70",,,,,"СПИРУЛИНА НА ПРАХ, БИО, 200g",http://zelenbio.com/userfiles/productimages/product_4787.jpg,"<div class=""tab-content"" id=""product-detailed-description""><p>Спирулината (Arthrospira pfatensis) представляваедноклетъчно синьо-зелено водорасло, което носи името си поради спираловидната клетъчна структура. Спирулината е с наситен тъмнозелен, леко синкав цвят, дължащ се на съдържанието на хлорофил &nbsp;и със специфичен и характерен вкус и аромат.&nbsp;Нашата спирулина е изсушена чрез естествен процес, който запазва хранителните и съставки, след което се смила н апрах. Тя се отглежда във филтрирани и естествени води, под строг контрол.</p>    <p>Със своето 65% протеиново съдържание, тя е храната с най- високо протеиново съдържание. Протеинът от спирулина съдържа всички 8 незаменими аминокиселини, което го прави най-завършеният&nbsp; протеин изобщо. Спирулината съдържа витамините А, В1,В2, В6, В12, Е и К. Освен това, спирулината съдържа минерали, микроелементи, клетъчни соли, фитонутриенти и ензими, хлорофил и други пигменти.</p>    <p>&nbsp;</p>    <p>Спирулината е била открита от изследователи, изучаващи африканско племе. Племето било много бедно и имало ограничен достъп до плодове, зеленчуци и месо. Въпреки това, те останали здрави благодарение на факта, че те редовно консумирали тъмно водорасло, което растяло наоколо. Това водорасло, сега познато като Спирулина, било изваждано от езерото и изсушавано, за да може племето да го консумира. Това помогнало на хората да приемат протеини и други хранителни вещества, въпреки бедната диета и ограничени ресурси.</p>    <p>Спирулината е тъмно зелено водорасло, което расте главно в топли води. Много е хранително и всъщност една от най-здравословните храни на света. &nbsp;Тази суперхрана съдържа високи нива на протеин, желязо, калций и бета каротин.&nbsp; Тя е една от възможно най-богато снабдените с хранителни вещества храна.</p>    <p>Повечето хора не ядат достатъчно зеленчуци. Тъй като Спирулината съдържа голяма концентрация на хранителни вещества може да се каже , че една малка порция Спирулина има антиоксидантна сила на 5 порции от плодове и зеленчуци. В нея има по- голямо количество антиоксиданти и фитовещества, отколкото в боровинките и спанака, взети заедно.<br />  Водораслото се придобива главно от езера, реки и блата. След събирането бива естествено изсушавано. Изсушаването позволява да се запази количеството на хранителните вещества, което може да бъде намалено под действието на висока температура.<br />  Спирулината се предлага предимно под формата на прах или таблетки. Лесна е за консумация – може да бъде добавена в смутита, напитки, йогурт, овесени ядки и др. Тя има специфичен дъх , заради високата концентрация на хлорофил, който обаче лесно може да се тушира с мед, цитруси или банан. Формата на прах позволява да се смесва в различни глазури, теста и др. Някои хора предпочитат да приемат Спирулина на таблетки, отколкото на прах. Оптималното абсорбиране на Спирулината се постига, когато таблетките се приемат с храна, а самата спирулина стимулира и подобрява храносмилането, както и чревната флора, заради алкалната си структура и наличието на живи лактобактерии, подобни на тези в киселото мляко.&nbsp;Спирулината съдържа 23 пъти повече желязо от спанакa,&nbsp;повече протеин отколкото която и да е друга храна и&nbsp;3 пъти повече калций от млякото.</p>    <p>Високата концентрация на витамини и антиоксиданти в Спирулината я прави могъща, здравословна суперхрана. Показна е за увеличаване на количеството енергия в организма, за подпомагане на клетъчната и имунната фунция, за понижаване на холестерола и за здравето на очите. Тъй като тя подсилва имунната защита, много хора увеличават консумацията на Спирулина при заболявания за повишаване възможността да се преборят с инфекцията и болестта.</p>    <p>&nbsp;</p>    <p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<img alt="""" src=""/userfiles/editor/image/Spirulina-powder2.jpg"" style=""width: 200px; height: 200px;"" /></p>    <p><u><em><strong>Препоръчителна употреба:</strong></em></u></p>    <p>5 - 10g (1-2ч.л.) спирулина на ден, добавени към фреш,&nbsp;шейк, смути или вода.</p>    <p>&nbsp;</p>    <p><u><em><strong>Хранителна стойност за 100g:</strong></em></u></p>    <p>&nbsp;</p>    <table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width: 320px;"">  	<tbody>  		<tr>  			<td>Енергийна стойност (kJ/kcal)</td>  			<td style=""text-align: right;"">1582/386</td>  		</tr>  		<tr>  			<td>Мазнини (g)</td>  			<td style=""text-align: right;"">8</td>  		</tr>  		<tr>  			<td>- от които наситени мастни киселини (g)</td>  			<td style=""text-align: right;"">1</td>  		</tr>  		<tr>  			<td>Въглехидрати (g)</td>  			<td style=""text-align: right;"">15</td>  		</tr>  		<tr>  			<td>- от които захари (g)</td>  			<td style=""text-align: right;"">3</td>  		</tr>  		<tr>  			<td>Белтъци (g)</td>  			<td style=""text-align: right;"">60</td>  		</tr>  		<tr>  			<td>Влакнини (g)</td>  			<td style=""text-align: right;"">7</td>  		</tr>  		<tr>  			<td>Сол (g)</td>  			<td style=""text-align: right;"">0</td>  		</tr>  		<tr>  			<td>Хлорофил (g)</td>  			<td style=""text-align: right;"">0,86</td>  		</tr>  	</tbody>  </table>    <p><br />  <u><em><strong>Произход:</strong></em></u>&nbsp;Китай</p>   </div>",,http://zelenbio.com/userfiles/brand/image_8e023ce2a5f37af6ddb6dd23632248b2.jpg
DS7062,БИО,"Супермикс суров 150g (какаови зърна, инка бери, кашу)","Виж тук",http://zelenbio.com/product/2843/super-miks.html,,"Dragon Superfoods",3800225477062,"3,85","4,62",,,,,"Супер микс",http://zelenbio.com/userfiles/productimages/product_4191.jpg,"<div class=""tab-content"" id=""product-detailed-description""><p>  	Произход: ЕС</p>   </div>",,http://zelenbio.com/userfiles/brand/image_8e023ce2a5f37af6ddb6dd23632248b2.jpg
DS6935,БИО,"Хлорела на прах 200g","Виж тук",http://zelenbio.com/product/2833/hlorela-na-prah-200g.html,,"Dragon Superfoods",3800225476935,"17,50","21,00",,,,,"Хлорела на прах, 200г",http://zelenbio.com/userfiles/productimages/product_4788.jpg,"<div class=""tab-content"" id=""product-detailed-description""><p> 	Сертифициран продукт от биологично земеделие.</p> <p> 	Произход: Индия</p> <p> 	&nbsp;</p> <p> 	Името на Хлорелата произхожда от древногръцката дума chloros- зелено и&nbsp; латинската наставка ella- малко, в груб превод означава малко и зелено. Хлорелата е изследвана от много учени на клетъчно ниво. Всъщност, изследователят Мелвин Калвин получава Нобелова награда ....</p> <p> 	Хлорелата съдържа голямо количество протеин. При изсушаване Хлорелата е 45% протеин. Това я прави невероятна хранителна добавка, поради високо възстановителния си ефект.&nbsp; Също така съдържа и фибри, полиненаситени мазнини и основните хранителни вещества.</p> <p> 	Едно от основните здравни предимства на Хлорелата е способността и да детоксикира тялото. Модернизацията създаде високотоксичен свят. Химикали, токсини и други вредители са навсякъде. Те могат да навлизат в тялото и да причиняват сериозни здравословни проблеми. Хлорелата спомага тялото да се прочиства от тези токсини. Тя е показна при изхвърлянето на токсини от телата на човека и животните, включително&nbsp; на радиация и&nbsp; химикали, открити в млякото.</p> <p> 	Тази уникална храна се счита за едно от най-добрите водораслови продукта, използвани за детоксикация, тъй като се свързва избирателно само с токсините. Това означава, че&nbsp; не премахва важни съставки от организма, а само вредните токсини.</p> <p> 	Хлорелата е и добра добавка за имунната система. Тя помага на тялото да увеличи естествената си защита и да засили имунитета му като цяло. Хора, които приемат хлорела твърдят, че се чувстват по-здрави и защитени от болести. Някои вярват, че дава повече енергия на организма.</p> <p> 	Тази суперхрана подпомага и храносмилането. Това се дължи на допълнението от пепсин и хлорофил към храносмилателния тракт. Също така подхранва и възстановява бактерията в червата, подпомагаща храносмилането.</p> <p> 	Много хора, които приемат хлорела намират, че тя помага за елиминирането на лошия дъх и неприятни частици в устната кухина. Хлорофилът, един от главните компоненти в хлорелата е много ефективен в премахването именно на тези частици. Това води до намаляването на лошия дъх.</p> <p> 	Хлорела също е богата на антиоксиданти като бета каротен. Това помага ба тялото да се защити от вредни свободни радикали, които увреждат клетките. Тези увредени клетки допринасят за образуването на рак и други болести.</p> <p> 	Хлорофилът, една от основните съставки на хлорелата, е причина за зеления и цвят. Веднъж навлезнал в тялото, той оказва да действа положително. &nbsp;Помага за увеличаване на кислородната продукция. Прочиства кръвта и тялото, както и помага за възстановяване и възобновяване на жизнените тъкани.</p> <p> 	Хлорелата е компактна суперхрана, която наистина помага на тялото. Това се доказва с високото съдържание на хлорофил, протеини, жизнено важни хранителни вещества и антиоксиданти.</p>  </div>",,http://zelenbio.com/userfiles/brand/image_8e023ce2a5f37af6ddb6dd23632248b2.jpg
